time,TracKPosX,TracKPosY,TracKPosZ,Speed,GazeOrigin,eyeHitSite,eyeHitType,
2024-05-08 15:29:20:430,340996.969,434765.438,58.983,0.000,x=341017.875_y=434795.062_z=86.059,x=340340.719_y=434024.156_z=96.047,3
2024-05-08 15:29:20:458,340994.969,434763.312,58.956,0.000,x=341016.000_y=434793.062_z=86.023,x=340346.344_y=434031.125_z=96.047,3
2024-05-08 15:29:20:487,340993.938,434762.219,58.941,0.000,x=341014.000_y=434790.875_z=85.983,x=340355.219_y=434042.062_z=96.047,3
2024-05-08 15:29:20:517,340991.812,434759.938,58.912,0.000,x=341012.969_y=434789.781_z=85.938,x=340377.438_y=434063.625_z=96.047,3
2024-05-08 15:29:20:543,340989.719,434757.688,58.883,0.000,x=341010.844_y=434787.469_z=85.884,x=340390.094_y=434077.969_z=96.047,3
2024-05-08 15:29:20:572,340987.625,434755.438,58.854,0.000,x=341008.750_y=434785.219_z=85.827,x=340398.594_y=434091.781_z=96.047,3
2024-05-08 15:29:20:601,340986.469,434754.219,58.838,0.000,x=341006.594_y=434782.938_z=85.780,x=340218.438_y=433870.750_z=65.832,3
2024-05-08 15:29:20:628,340984.031,434751.625,58.804,0.000,x=341005.469_y=434781.719_z=85.810,x=340394.156_y=434087.406_z=96.047,3
2024-05-08 15:29:20:656,340981.625,434749.062,58.771,0.000,x=341003.031_y=434779.125_z=85.773,x=340389.344_y=434082.344_z=96.047,3
2024-05-08 15:29:20:684,340979.344,434746.656,58.739,0.000,x=341000.656_y=434776.562_z=85.734,x=340393.938_y=434087.594_z=96.047,3
2024-05-08 15:29:20:712,340978.219,434745.469,58.723,0.000,x=340998.375_y=434774.125_z=85.698,x=340198.312_y=433846.125_z=66.133,3
2024-05-08 15:29:20:740,340975.812,434742.906,58.690,0.000,x=340997.250_y=434772.906_z=85.678,x=340206.250_y=433856.562_z=66.003,3
2024-05-08 15:29:20:768,340973.125,434740.031,58.652,0.000,x=340994.844_y=434770.344_z=85.639,x=340206.594_y=433856.938_z=65.999,3
2024-05-08 15:29:20:797,340970.594,434737.344,58.617,0.000,x=340992.156_y=434767.469_z=85.608,x=340393.219_y=434093.344_z=96.047,3
2024-05-08 15:29:20:823,340969.250,434735.938,58.599,0.000,x=340989.625_y=434764.781_z=85.574,x=340390.438_y=434089.250_z=96.047,3
2024-05-08 15:29:20:851,340966.531,434733.062,58.561,0.000,x=340988.281_y=434763.375_z=85.555,x=340391.312_y=434091.125_z=96.047,3
2024-05-08 15:29:20:881,340963.469,434729.781,58.518,0.000,x=340985.594_y=434760.469_z=85.514,x=340383.438_y=434084.594_z=96.047,3
2024-05-08 15:29:20:906,340960.531,434726.656,58.478,0.000,x=340982.531_y=434757.219_z=85.474,x=340377.000_y=434077.688_z=96.047,3
2024-05-08 15:29:20:935,340958.875,434724.938,58.455,0.000,x=340979.594_y=434754.062_z=85.433,x=340377.938_y=434080.062_z=96.047,3
2024-05-08 15:29:20:964,340955.812,434721.656,58.412,0.000,x=340977.969_y=434752.312_z=85.420,x=340354.656_y=434052.531_z=96.047,3
2024-05-08 15:29:20:992,340952.469,434718.156,58.366,0.000,x=340974.906_y=434749.031_z=85.372,x=340322.812_y=434014.312_z=96.047,3
2024-05-08 15:29:21:019,340949.156,434714.625,58.320,0.000,x=340971.562_y=434745.469_z=85.315,x=340316.469_y=434007.594_z=96.047,3
2024-05-08 15:29:21:048,340945.906,434711.219,58.274,0.000,x=340968.250_y=434741.969_z=85.273,x=340316.656_y=434008.281_z=96.047,3
2024-05-08 15:29:21:077,340944.250,434709.469,58.251,0.000,x=340965.000_y=434738.562_z=85.228,x=340327.031_y=434016.062_z=96.047,3
2024-05-08 15:29:21:104,340940.562,434705.594,58.200,0.000,x=340963.375_y=434736.812_z=85.203,x=340330.531_y=434019.469_z=96.047,3
2024-05-08 15:29:21:132,340936.875,434701.719,58.149,0.000,x=340959.688_y=434732.938_z=85.152,x=340330.625_y=434018.000_z=96.047,3
2024-05-08 15:29:21:161,340933.219,434697.875,58.098,0.000,x=340956.000_y=434729.031_z=85.088,x=340324.906_y=434011.656_z=96.047,3
2024-05-08 15:29:21:187,340931.188,434695.719,58.070,0.000,x=340952.344_y=434725.188_z=85.032,x=340527.438_y=434249.562_z=96.046,3
2024-05-08 15:29:21:216,340927.281,434691.656,58.016,0.000,x=340950.312_y=434723.062_z=85.006,x=340498.938_y=434224.938_z=60.736,3
2024-05-08 15:29:21:245,340922.750,434686.906,57.952,0.000,x=340946.438_y=434719.000_z=84.938,x=340493.562_y=434219.906_z=60.845,3
2024-05-08 15:29:21:271,340920.500,434684.562,57.921,0.000,x=340941.875_y=434714.219_z=84.859,x=340545.906_y=434269.156_z=59.779,3
2024-05-08 15:29:21:299,340916.156,434680.031,57.860,0.000,x=340939.594_y=434711.844_z=84.813,x=340544.531_y=434268.094_z=59.804,3
2024-05-08 15:29:21:329,340912.000,434675.688,57.803,0.000,x=340935.219_y=434707.281_z=84.724,x=340541.156_y=434271.469_z=59.759,3
2024-05-08 15:29:21:357,340908.156,434671.719,57.749,0.000,x=340931.062_y=434702.938_z=84.650,x=340507.531_y=434248.031_z=60.302,3
2024-05-08 15:29:21:385,340903.906,434667.281,57.690,0.000,x=340927.250_y=434698.938_z=84.592,x=340502.531_y=434243.719_z=60.397,3
2024-05-08 15:29:21:412,340899.562,434662.781,57.629,0.000,x=340923.000_y=434694.500_z=84.540,x=340494.875_y=434232.312_z=60.625,3
2024-05-08 15:29:21:441,340894.594,434657.594,57.560,0.000,x=340918.688_y=434689.969_z=84.469,x=340495.344_y=434237.000_z=60.542,3
2024-05-08 15:29:21:467,340892.000,434654.938,57.524,0.000,x=340913.719_y=434684.781_z=84.392,x=340494.094_y=434235.719_z=60.570,3
2024-05-08 15:29:21:496,340887.344,434650.094,57.459,0.000,x=340911.156_y=434682.094_z=84.344,x=340491.781_y=434232.094_z=60.642,3
2024-05-08 15:29:21:526,340882.406,434645.000,57.390,0.000,x=340906.531_y=434677.250_z=84.292,x=340608.031_y=434367.500_z=96.046,3
2024-05-08 15:29:21:552,340879.688,434642.188,57.352,0.000,x=340901.625_y=434672.125_z=84.227,x=340601.344_y=434359.000_z=96.046,3
2024-05-08 15:29:21:582,340874.188,434636.500,57.275,0.000,x=340898.906_y=434669.312_z=84.201,x=340589.594_y=434343.656_z=96.046,3
2024-05-08 15:29:21:610,340869.094,434631.250,57.204,0.000,x=340893.438_y=434663.594_z=84.123,x=340583.562_y=434337.969_z=96.046,3
2024-05-08 15:29:21:638,340863.969,434625.969,57.133,0.000,x=340888.406_y=434658.344_z=84.067,x=338340.406_y=431690.688_z=982.753,3
2024-05-08 15:29:21:666,340861.375,434623.281,57.096,0.000,x=340883.312_y=434653.062_z=84.007,x=338339.688_y=431691.406_z=985.118,3
2024-05-08 15:29:21:693,340853.250,434614.938,56.983,0.000,x=340880.719_y=434650.375_z=83.995,x=338339.906_y=431691.188_z=992.390,3
2024-05-08 15:29:21:722,340850.594,434612.219,56.946,0.000,x=340872.625_y=434642.000_z=83.883,x=338336.969_y=431694.125_z=992.380,3
2024-05-08 15:29:21:749,340844.625,434606.094,56.895,0.000,x=340869.969_y=434639.250_z=83.833,x=340320.156_y=434019.062_z=63.962,3
2024-05-08 15:29:21:777,340839.125,434600.469,56.916,0.000,x=340864.031_y=434633.125_z=83.777,x=340314.938_y=434014.406_z=64.014,3
2024-05-08 15:29:21:805,340836.344,434597.594,56.927,0.000,x=340858.562_y=434627.469_z=83.788,x=340259.531_y=433951.469_z=64.769,3
2024-05-08 15:29:21:834,340830.625,434591.781,56.949,0.000,x=340855.750_y=434624.594_z=83.789,x=340237.094_y=433922.188_z=65.131,3
2024-05-08 15:29:21:861,340824.625,434585.656,56.971,0.000,x=340850.031_y=434618.750_z=83.804,x=340238.250_y=433924.500_z=65.101,3
2024-05-08 15:29:21:890,340818.469,434579.406,56.994,0.000,x=340844.094_y=434612.625_z=83.823,x=340343.688_y=434052.781_z=96.047,3
2024-05-08 15:29:21:919,340811.750,434572.562,57.020,0.000,x=340837.938_y=434606.312_z=83.849,x=340323.625_y=434031.406_z=96.047,3
2024-05-08 15:29:21:945,340808.719,434569.469,57.031,0.000,x=340831.250_y=434599.438_z=83.874,x=340317.719_y=434025.094_z=96.047,3
2024-05-08 15:29:21:973,340802.188,434562.812,57.055,0.000,x=340828.219_y=434596.312_z=83.893,x=340111.531_y=433774.438_z=66.918,3
2024-05-08 15:29:22:001,340795.844,434556.375,57.079,0.000,x=340821.719_y=434589.688_z=83.935,x=340046.500_y=433688.281_z=67.388,3
2024-05-08 15:29:22:028,340789.406,434549.844,57.103,0.000,x=340815.406_y=434583.219_z=83.976,x=340009.781_y=433644.156_z=67.551,3
2024-05-08 15:29:22:055,340782.688,434543.062,57.128,0.000,x=340809.000_y=434576.688_z=84.019,x=340190.812_y=433870.062_z=96.043,3
2024-05-08 15:29:22:084,340779.312,434539.656,57.140,0.000,x=340802.312_y=434569.906_z=84.043,x=340167.062_y=433840.906_z=96.043,3
2024-05-08 15:29:22:111,340772.031,434532.312,57.167,0.000,x=340798.969_y=434566.500_z=84.061,x=340153.969_y=433827.406_z=96.043,3
2024-05-08 15:29:22:139,340765.156,434525.375,57.175,0.000,x=340791.719_y=434559.156_z=84.090,x=340146.156_y=433820.500_z=96.043,3
2024-05-08 15:29:22:167,340758.156,434518.344,57.079,0.000,x=340784.906_y=434552.219_z=84.107,x=340117.438_y=433783.281_z=96.043,3
2024-05-08 15:29:22:196,340750.406,434510.594,56.972,0.000,x=340777.938_y=434545.188_z=84.030,x=340083.188_y=433741.562_z=96.043,3
2024-05-08 15:29:22:223,340746.438,434506.625,56.918,0.000,x=340770.219_y=434537.406_z=83.937,x=340066.344_y=433722.844_z=96.043,3
2024-05-08 15:29:22:251,340739.156,434499.312,56.846,0.000,x=340766.281_y=434533.406_z=83.887,x=339793.844_y=433389.250_z=68.463,3
2024-05-08 15:29:22:279,340731.688,434491.875,56.875,0.000,x=340759.031_y=434526.094_z=83.815,x=339788.000_y=433381.250_z=68.498,3
