AOIid,time,hitpos,gazeOrigin,gazeDirection,planePoint,
4B09EBF04D9A7E1BC1DBE6AC175474F0_LGlass,2024-05-08 15:33:29:897,X=334741.781 Y=428144.688 Z=219.964,X=334873.656 Y=428158.406 Z=147.893,X=-0.977 Y=-0.120 Z=-0.177,X=0.046 Y=0.727,
