time,Obj1,Obj2,Obj3,
2024-05-08 15:29:28:895,AheadCar_0_0 x=335490.90625 y=428740.46875 z=109.027,
2024-05-08 15:29:28:920,AheadCar_0_0 x=335473.4375 y=428719.125 z=109.572998,
2024-05-08 15:29:28:945,AheadCar_0_0 x=335451.8125 y=428692.78125 z=110.248001,
2024-05-08 15:29:28:970,AheadCar_0_0 x=335431.75 y=428668.28125 z=110.875,
2024-05-08 15:29:28:995,AheadCar_0_0 x=335431.75 y=428668.28125 z=110.875,
2024-05-08 15:29:29:020,AheadCar_0_0 x=335411.21875 y=428643.25 z=111.515999,
2024-05-08 15:29:29:045,AheadCar_0_0 x=335391.09375 y=428618.6875 z=112.144997,
2024-05-08 15:29:29:070,AheadCar_0_0 x=335368.46875 y=428591.0625 z=112.851997,
2024-05-08 15:29:29:095,AheadCar_0_0 x=335349.25 y=428567.625 z=113.310997,
2024-05-08 15:29:29:120,AheadCar_0_0 x=335327.28125 y=428540.8125 z=113.900002,
2024-05-08 15:29:29:145,AheadCar_0_0 x=335304.90625 y=428513.46875 z=114.599998,
2024-05-08 15:29:29:170,AheadCar_0_0 x=335281.3125 y=428484.71875 z=115.336998,
2024-05-08 15:29:29:195,AheadCar_0_0 x=335258.9375 y=428457.40625 z=115.849998,
2024-05-08 15:29:29:220,AheadCar_0_0 x=335235.0 y=428428.1875 z=116.413002,
2024-05-08 15:29:29:245,AheadCar_0_0 x=335213.1875 y=428401.5625 z=116.931999,
2024-05-08 15:29:29:270,AheadCar_0_0 x=335186.96875 y=428369.59375 z=117.555,
2024-05-08 15:29:29:295,AheadCar_0_0 x=335165.0625 y=428342.84375 z=118.077003,
2024-05-08 15:29:29:320,AheadCar_0_0 x=335139.6875 y=428311.90625 z=118.550003,
2024-05-08 15:29:29:345,AheadCar_0_0 x=335116.0625 y=428283.09375 z=118.835999,
2024-05-08 15:29:29:370,AheadCar_0_0 x=335090.6875 y=428252.15625 z=119.143997,
2024-05-08 15:29:29:395,AheadCar_0_0 x=335066.4375 y=428222.5625 z=119.438004,
